filtre;APP_Libelle_activite_etablissement;APP_Libelle_etablissement;ods_adresse;Code_postal;Libelle_commune;Synthese_eval_sanit;geores;SIRET;Date_inspection;Numero_inspection;Agrement;ods_type_activite
Restaurant;Restaurant;BIGAROLI RESTAURATION;LAC  cHAMBON;63790;Chambon-sur-Lac;Satisfaisant;45.574047, 2.919647;82411634700017;2019-07-09T02:00:00+02:00;19-062545-1;;Autres
Restaurant;Restaurant;LA GRIGNOTTE;1 PLACE CLEMENCE ISAURE;31320;Castanet-Tolosan;Très satisfaisant;43.51782, 1.507873;83115937100010;2019-01-11T01:00:00+01:00;19-001542-1;;Autres
Restaurant;Restaurant;ROTISSERIE LE TOURNEBROCHE;BOULEVARD DE L'ASPE;83700;Saint-Raphaël;A améliorer;43.429843, 6.800409;38480650100035;2019-07-02T02:00:00+02:00;19-060849-1;;Autres
Restaurant;Restaurant;EURL SLICEDMEAT;26 rue de la boucherie;63000;Clermont-Ferrand;Très satisfaisant;45.779567, 3.083454;81316292200013;2019-02-05T01:00:00+01:00;19-008312-1;;Autres
Restaurant;Restaurant;LA SAGA;1 AV JULES MASSENET;83320;Carqueiranne;A améliorer;43.089298, 6.077608;81477489900011;2019-06-12T02:00:00+02:00;19-058640-1;;Autres
Restaurant;Restaurant;ROMANA;32 GRAND RUE;57280;Maizières-lès-Metz;Satisfaisant;49.20994, 6.161048;83945278600016;2019-01-14T01:00:00+01:00;19-001770-1;;Autres
Restaurant;Restaurant;CREPERIE REMOISE;104 RUE DE VESLE;51100;Reims;Satisfaisant;49.252669, 4.026408;84849320100018;2019-04-26T02:00:00+02:00;19-040655-1;;Autres
Restaurant;Restaurant;CHEZ CASIMIR;6, RUE DE BELZUNCE;75010;Paris 10e  Arrondissement;Très satisfaisant;48.879345, 2.352603;42030780300015;2019-03-06T01:00:00+01:00;19-023698-1;;Autres
Restaurant;Restaurant;SUPERMERCADO BARATO / NOSSO;SUPERMERCADO BARATO;69800;Saint-Priest;Satisfaisant;45.695612, 4.959551;44062776800029;2018-11-27T01:00:00+01:00;18-092170-1;;Autres
Restaurant;Restaurant;PUNJAB PALACE;299 RUE LECOURBE;75015;Paris 15e  Arrondissement;Très satisfaisant;48.837852, 2.28689;49290045100013;2019-01-18T01:00:00+01:00;19-003367-1;;Autres
Restaurant;Restaurant;CHEZ BEBERT;71 BOULEVARD DU MONTPARNASSE;75006;Paris 6e  Arrondissement;Très satisfaisant;48.843843, 2.324643;56203546900021;2019-05-21T02:00:00+02:00;19-046153-1;;Autres
Restaurant;Restaurant;LB YEU;6 PL DE LA NORVEGE;85350;L'Île-d'Yeu;Satisfaisant;46.726972, -2.349902;83388092500015;2019-07-03T02:00:00+02:00;19-062986-1;;Autres
Restaurant;Restaurant;PIZZA DU MONDE;36 RUE SAINT CLEMENT;84100;Orange;Très satisfaisant;44.134426, 4.805396;81973916000011;2019-02-05T01:00:00+01:00;19-008753-1;;Autres
Restaurant;Restaurant;SPEED FOOD;3 B RUE DE SEZANNE;51260;Anglure;A améliorer;48.58368, 3.813634;81361355100015;2018-11-09T01:00:00+01:00;18-084481-1;;Autres
Restaurant;Restaurant;CAFE TRIANON;69 RUE DE BELLEVILLE;75019;Paris 19e  Arrondissement;Satisfaisant;48.873501, 2.382783;53748646600015;2018-09-04T02:00:00+02:00;18-075060-1;;Autres
Restaurant;Restaurant;ALEF-BET;25 RUE GALANDE;75005;Paris 5e  Arrondissement;Satisfaisant;48.851159, 2.347795;49088029100029;2019-03-11T01:00:00+01:00;19-026278-1;;Autres
Restaurant;Restaurant;BAMBOU VERT;29 BIS RUE CAILLAUX;75014;Paris 13e  Arrondissement;Très satisfaisant;48.832682, 2.320804;79118042500013;2018-11-27T01:00:00+01:00;18-087708-1;;Autres
Restaurant;Restaurant;EARL RE OSTREA;CHEMIN DES SALINES;17410;Saint-Martin-de-Ré;Très satisfaisant;46.203011, -1.392279;79921031500039;2019-07-09T02:00:00+02:00;19-062850-1;;Autres
Restaurant;Restaurant;ACO;485 RUE DE LA GARE;01600;Reyrieux;A améliorer;45.932026, 4.811947;83843695400013;2019-05-09T02:00:00+02:00;19-047156-1;;Autres
Restaurant;Restaurant;LE PALANQUIN DORE;1, rue Chabaudy;79000;Niort;Satisfaisant;46.320874, -0.465739;34940367500011;2018-12-03T01:00:00+01:00;18-067270-1;;Autres
Restaurant;Restaurant;SUCRE SALE CREPERIE;SUCRE SALE CREPERIE;94360;Bry-sur-Marne;Satisfaisant;48.82964, 2.530487;51133146400020;2018-11-27T01:00:00+01:00;18-087522-1;;Autres
Restaurant;Restaurant;L'ESPERANCE;50 QUAI DUQUESNE;76200;Dieppe;Satisfaisant;49.925108, 1.080478;53107788100013;2019-04-17T02:00:00+02:00;19-013613-1;;Autres
Restaurant;Restaurant;SANTIAGO LAWRENCE;31 RUE DES CARRASSIERS;11000;Carcassonne;Très satisfaisant;43.189854, 2.39301;83540602600012;2018-09-05T02:00:00+02:00;18-070618-1;;Autres
Restaurant;Restaurant;A LA VILLE D'EPINAL;5, RUE D'ALSACE;75010;Paris 10e  Arrondissement;Satisfaisant;48.876737, 2.357601;54208406600035;2019-03-25T01:00:00+01:00;19-029965-1;;Autres
Restaurant;Restaurant;LA TIMBALE;57 BOULEVARD VICTOR HUGO;44200;Nantes;Satisfaisant;47.202286, -1.548332;83192290100010;2019-06-12T02:00:00+02:00;19-045743-1;;Autres
Restaurant;Restaurant;CHEZ LINO;14 AV GABRIEL PERI;69190;Saint-Fons;Satisfaisant;45.707733, 4.855166;34430596600022;2019-01-31T01:00:00+01:00;19-006730-1;;Autres
Restaurant;Restaurant;RISTORANTE SEMPRE LINDA;21 B RUE DU MARECHAL FOCH;54190;Villerupt;Très satisfaisant;49.468656, 5.930359;80878456500018;2019-02-20T01:00:00+01:00;19-024726-1;;Autres
Restaurant;Restaurant;LA FOURCHE ROYALE;66, AVENUE DE CLICHY;75017;Paris 17e  Arrondissement;Satisfaisant;48.887569, 2.325542;67202378500013;2019-02-18T01:00:00+01:00;19-018215-1;;Autres
Restaurant;Restaurant;SATHEES;4-8 RUE LOBINEAU;75006;Paris 6e  Arrondissement;Très satisfaisant;48.851756, 2.336029;79769745500013;2019-04-29T02:00:00+02:00;19-039938-1;;Autres
Restaurant;Restaurant;VENT D OUEST;3 PL MAURICE RAVEL;95130;Franconville;Satisfaisant;48.985156, 2.227726;81976424200015;2019-05-24T02:00:00+02:00;19-047888-1;;Autres
Restaurant;Restaurant;HOTEL OHM;11 RUE CLAUDE TERRASSE;75016;Paris 16e  Arrondissement;Satisfaisant;48.839351, 2.263151;81411596000019;2019-04-30T02:00:00+02:00;19-040550-1;;Autres
Restaurant;Restaurant;SANS ENSEIGNE USUELLE;128 RUE DE LA RANCE;22490;Plouër-sur-Rance;Très satisfaisant;48.53598, -1.986163;82223010800018;2019-07-23T02:00:00+02:00;19-067375-1;;Autres
Restaurant;Restaurant;WOK49;ZAC du buisson;49070;Beaucouzé;Satisfaisant;47.485145, -0.626975;75236860500016;2019-05-21T02:00:00+02:00;19-046081-1;;Autres
Restaurant;Restaurant;QUICKLY HAUT DE LAGNY PIZZA CARTHAGE C;25 RUE ANDRE MALRAUX;77400;Lagny-sur-Marne;Satisfaisant;48.866948, 2.707296;79996310300012;2019-04-04T02:00:00+02:00;19-033072-1;;Autres
Restaurant;Restaurant;REUILLE Cyril;26 AVENUE PIERRE BEREGOVOY;58000;Nevers;Satisfaisant;46.989782, 3.157836;48106705600012;2019-03-13T01:00:00+01:00;19-006115-1;;Autres
Restaurant;Restaurant;ETOILES VILLIERS;1 BIS RUE DU GENERAL DE GAULLE;94350;Villiers-sur-Marne;Satisfaisant;48.827136, 2.544785;50786699400019;2018-09-19T02:00:00+02:00;18-071000-1;;Autres
Restaurant;Restaurant;LE BIKINI;84 B BD DES VENDEENS;85360;La Tranche-sur-Mer;Très satisfaisant;46.348177, -1.405158;84982171500018;2019-06-12T02:00:00+02:00;19-053397-1;;Autres
Restaurant;Restaurant;LE SAN FRANCISCO;15 RUE BENONI PRAUD;56780;Île-aux-Moines;Satisfaisant;47.60073, -2.852318;50453412400012;2019-07-10T02:00:00+02:00;19-000970-1;;Autres
Restaurant;Restaurant;LA COURONNE D'OR;15 PLACE DES HALLES;88350;Grand;Très satisfaisant;48.385065, 5.486083;80319632800014;2018-10-16T02:00:00+02:00;18-026794-1;;Autres
Restaurant;Restaurant;MC DONALD'S;42 rue des Pêcheurs;88200;Saint-Étienne-lès-Remiremont;Très satisfaisant;48.016748, 6.613961;42358556100024;2019-08-06T02:00:00+02:00;19-073184-1;;Autres
Restaurant;Restaurant;TOMMY'S DINER;Avenue de la Méridienne;31670;Labège;Satisfaisant;43.540396, 1.512198;43999911100016;2019-05-14T02:00:00+02:00;19-043993-1;;Autres
Restaurant;Restaurant;COGITO - LA METHODE;2 RUE DESCARTES;75005;Paris 5e  Arrondissement;Satisfaisant;48.847229, 2.348333;82347503300010;2018-11-05T01:00:00+01:00;18-083900-1;;Autres
Restaurant;Restaurant;RFC CHICKEN PIZZA;59 AVENUE PHILIPPE AUGUSTE;75011;Paris 11e  Arrondissement;Satisfaisant;48.853106, 2.39274;83775253400011;2019-04-24T02:00:00+02:00;19-038811-1;;Autres
Restaurant;Restaurant;ART'SONIC ASSO;;61220;Briouze;Très satisfaisant;48.698076, -0.368008;42221072400015;2019-07-19T02:00:00+02:00;19-066822-1;;Autres
Restaurant;Restaurant;CEPE & FIGUE;66 RUE SAINT ANDRE DES ARTS;75006;Paris 6e  Arrondissement;Satisfaisant;48.853617, 2.338954;39449348000047;2018-09-04T02:00:00+02:00;18-069310-1;;Autres
Restaurant;Restaurant;THAISIL;3 RUE DU NIL;75002;Paris 2e  Arrondissement;Satisfaisant;48.867774, 2.348094;51976758600018;2019-07-02T02:00:00+02:00;19-060188-1;;Autres
Restaurant;Restaurant;LE DIOUFY S;LE DIOUFY S;34250;Palavas-les-Flots;Satisfaisant;43.52869, 3.929915;53253214000011;2019-06-26T02:00:00+02:00;19-056124-1;;Autres
Restaurant;Restaurant;EPI DE JARRY;RUE DE LA CHAPELLE;97122;Baie-Mahault;Satisfaisant;16.235619, -61.558249;48120130900012;2018-12-20T01:00:00+01:00;18-093123-1;;Autres
Restaurant;Restaurant;ON VERRA;1187 AVENUE DE BORGO;20290;Borgo;Très satisfaisant;42.559511, 9.440419;82315203800019;2018-10-30T01:00:00+01:00;18-083649-1;;Autres
Restaurant;Restaurant;SARL DOUSSAINT BOULANGERIE-PATISSERIE-SNACKING;ZA Labaurie;16210;Chalais;Très satisfaisant;45.257556, 0.044408;83031328400028;2019-06-20T02:00:00+02:00;19-056567-1;;Autres
Restaurant;Restaurant;CHEZ POON;42 RUE JACOB;75006;Paris 6e  Arrondissement;Satisfaisant;48.855765, 2.333377;83946607500018;2019-01-07T01:00:00+01:00;19-000536-1;;Autres
Restaurant;Restaurant;CAPITOLE CAFE;105 BOULEVARD DE SEBASTOPOL;75002;Paris 2e  Arrondissement;Satisfaisant;48.866447, 2.352418;83271031300012;2019-04-09T02:00:00+02:00;19-036986-1;;Autres
Restaurant;Restaurant;LA PETITE BRETONNE;48 RUE MOUFFETARD;75005;Paris 5e  Arrondissement;Satisfaisant;48.843455, 2.349434;80113469300010;2018-09-27T02:00:00+02:00;18-074647-1;;Autres
Restaurant;Restaurant;LE KEBAB DE NOGENT;30 GRANDE RUE;02310;Nogent-l'Artaud;A améliorer;48.966372, 3.321736;79165837000014;2019-05-22T02:00:00+02:00;19-046672-1;;Autres
Restaurant;Restaurant;CHEZ MARGOT;25 BIS BOULEVARD HENRY IV;75004;Paris 4e  Arrondissement;Très satisfaisant;48.851939, 2.364587;50497237300022;2018-12-04T01:00:00+01:00;18-094402-1;;Autres
Restaurant;Restaurant;CCHR DEVELOPPEMENT;HAMEAU DES 4 PAVILLONS;33310;Lormont;Satisfaisant;44.868843, -0.519345;83509201600012;2019-04-04T02:00:00+02:00;19-036315-1;;Autres
Restaurant;Restaurant;LES DEUX ABEILLES;189, RUE DE L'UNIVERSITE;75007;Paris 7e  Arrondissement;Très satisfaisant;48.860804, 2.300589;33335467800018;2019-05-16T02:00:00+02:00;19-045993-1;;Autres
Restaurant;Restaurant;CHEZ YANG;183-185 AVENUE JEAN JAURES;75019;Paris 19e  Arrondissement;Très satisfaisant;48.887788, 2.389146;75204219200019;2018-12-12T01:00:00+01:00;18-091285-1;;Autres
Restaurant;Restaurant;LE PICT';1 PLACE DE LA FONTAINE;49510;Beaupréau-en-Mauges;Très satisfaisant;47.227422, -0.896369;83233311600016;2018-11-28T01:00:00+01:00;18-090670-1;;Autres
Restaurant;Restaurant;ARAIGNEE GOURMANDE;8, RUE DE LA PAIX;05300;Laragne-Montéglin;Satisfaisant;44.314981, 5.822769;54003085500014;2019-03-07T01:00:00+01:00;19-024299-1;;Autres
Restaurant;Restaurant;LA PIAZZETA (Pizzeria saladerie);27 RUE SAINT JEAN;61300;L'Aigle;Satisfaisant;48.764113, 0.628976;82818432500011;2019-02-28T01:00:00+01:00;19-021266-1;;Autres
Restaurant;Restaurant;AUBERGE DE LA MIRABELLE;6 ROUTE DE NANCY;54210;Ferrières;Satisfaisant;48.557386, 6.293231;48410946700015;2019-06-21T02:00:00+02:00;19-059985-1;;Autres
Restaurant;Restaurant;HOTEL RESTAURANT DES LACS D'HALCO;LACS D HALCO;40700;Hagetmau;Satisfaisant;43.637299, -0.630681;43397612300011;2019-02-28T01:00:00+01:00;19-021125-1;;Autres
Restaurant;Restaurant;MADAME MARION LE COURTOIS;CARMOISAN;56220;Pluherlin;Satisfaisant;47.705438, -2.659256;82274748100015;2019-07-06T02:00:00+02:00;19-000943-1;;Autres
Restaurant;Restaurant;LE KREISKER;3, Passage BRUYAS;34000;Montpellier;Satisfaisant;43.609341, 3.879526;41159353600013;2019-02-12T01:00:00+01:00;19-011528-1;;Autres
Restaurant;Restaurant;LA FRITERIE BREIZH;10 RUE DE L ECOLE;29590;Châteaulin;Très satisfaisant;48.276605, -4.048753;53977295400019;2019-05-14T02:00:00+02:00;19-044594-1;;Autres
Restaurant;Restaurant;SERIE LIMITHEE;24 RUE TROUSSEAU;75011;Paris 11e  Arrondissement;Très satisfaisant;48.851734, 2.378972;47915894100019;2019-06-14T02:00:00+02:00;19-053602-1;;Autres
Restaurant;Restaurant;LE MELISSE;101 RUE BRANCION;75015;Paris 15e  Arrondissement;Très satisfaisant;48.830515, 2.302118;80739164400018;2019-03-08T01:00:00+01:00;19-024429-1;;Autres
Restaurant;Restaurant;LA FORGE;2 RUE DE LA RESISTANCE;56930;Pluméliau;Satisfaisant;47.957557, -2.972309;80761050600014;2019-07-18T02:00:00+02:00;19-000986-1;;Autres
Restaurant;Restaurant;L'AUBRAC SARL;17, Allée de l'Amicale;12210;Laguiole;A améliorer;44.68406, 2.848086;39927622900016;2019-03-07T01:00:00+01:00;19-024036-1;;Autres
Restaurant;Restaurant;LE PARIS-BREST (Bar restaurant);14 Rue Paris-Brest;61320;Lalacelle;Très satisfaisant;48.47563, -0.143761;35269342800018;2019-05-28T02:00:00+02:00;19-048649-1;;Autres
Restaurant;Restaurant;WELCOME BAGEL;22 RUE WASHINGTON;75008;Paris 8e  Arrondissement;Très satisfaisant;48.873071, 2.303017;82098891300019;2019-04-03T02:00:00+02:00;19-033110-1;;Autres
Restaurant;Restaurant;BAR-RESTAURANT LES ROCHES;22 ROUTE DE GENEVE;01200;Léaz;Satisfaisant;46.097317, 5.880165;83962659500012;2018-12-14T01:00:00+01:00;18-081845-1;;Autres
Restaurant;Restaurant;RESTAURANT DAROCO;6 RUE VIVIENNE;75002;Paris 2e  Arrondissement;Satisfaisant;48.867132, 2.339167;81344288600012;2019-03-25T01:00:00+01:00;19-029505-1;;Autres
Restaurant;Restaurant;H.T INVEST;78 AVENUE ANATOLE FRANCE;93600;Aulnay-sous-Bois;Satisfaisant;48.937176, 2.494693;83235786700015;2019-01-17T01:00:00+01:00;19-003355-1;;Autres
Restaurant;Restaurant;TROIS FOIS PLUS DE PIMENT;184 RUE SAINT MARTIN;75003;Paris 3e  Arrondissement;Satisfaisant;48.8627, 2.35233;81218833200017;2019-01-15T01:00:00+01:00;19-002538-1;;Autres
Restaurant;Restaurant;BRASSERIE LE DENFERT CAFE;58 BOULEVARD SAINT JACQUES;75014;Paris 14e  Arrondissement;Très satisfaisant;48.834157, 2.33381;42205129200023;2018-11-15T01:00:00+01:00;18-088536-1;;Autres
Restaurant;Restaurant;L'ARTISAN DU BURGER;59 RUE DES DAMES;75017;Paris 17e  Arrondissement;Satisfaisant;48.88381, 2.321602;84307811400017;2019-02-14T01:00:00+01:00;19-017712-1;;Autres
Restaurant;Restaurant;AUBERGE DES GLYCINES;4 QUAI DES GABARIERS;17350;Taillebourg;Satisfaisant;45.833346, -0.648786;50477452200016;2018-09-19T02:00:00+02:00;18-021520-1;;Autres
Restaurant;Restaurant;CREPERIE DES BAINS;6 RUE DES BAINS;70000;Vesoul;Satisfaisant;47.619932, 6.156162;84122067600016;2018-11-09T01:00:00+01:00;18-018403-1;;Autres
Restaurant;Restaurant;BENEZECH GERARD;19 AV LOUIS TUDESQ;34140;Bouzigues;Satisfaisant;43.448041, 3.656801;40037035900020;2019-06-25T02:00:00+02:00;19-060560-1;;Autres
Restaurant;Restaurant;PIZZERIA PIZZA EXPRESS;3 BIS SQUARE DU NORD;95500;Gonesse;Satisfaisant;49.001881, 2.421407;44387308800019;2018-08-29T02:00:00+02:00;18-079152-1;;Autres
Restaurant;Restaurant;LA PIECE DE BOEUF;7 AVENUE CORENTIN CARIOU;75019;Paris 19e  Arrondissement;Satisfaisant;48.895144, 2.38239;82235105200029;2018-12-11T01:00:00+01:00;18-091992-1;;Autres
Restaurant;Restaurant;COLUMBUS CAFE & CO;COLUMBUS CAFE & CO;86000;Poitiers;Satisfaisant;;75082466600010;2019-01-09T01:00:00+01:00;18-094329-1;;Autres
Restaurant;Restaurant;ALLO DIBI;22 RUE COPERNIC;75116;Paris 16e  Arrondissement;Satisfaisant;48.869216, 2.288511;84439574900014;2019-05-07T02:00:00+02:00;19-019158-1;;Autres
Restaurant;Restaurant;RESTAURANT IT;125 AVENUE DE FRANCE;75013;Paris 13e  Arrondissement;Satisfaisant;48.831009, 2.376044;79485376200027;2019-03-15T01:00:00+01:00;19-026662-1;;Autres
Restaurant;Restaurant;SN LE SAINT JEAN;RTE DE NONTRON;24800;Saint-Jean-de-Côle;Satisfaisant;45.426501, 0.848074;52067531500011;2019-06-20T02:00:00+02:00;19-059882-1;;Autres
Restaurant;Restaurant;LAUREHLA (EURL);18 route nationale 152;37210;Vouvray;A améliorer;47.409953, 0.796916;47882767800010;2019-06-24T02:00:00+02:00;19-057421-1;;Autres
Restaurant;Restaurant;MC DONALD'S BOUGUENAIS;route de Pornic - Rond point de;44340;Bouguenais;Très satisfaisant;47.183926, -1.604289;41025794300028;2019-02-04T01:00:00+01:00;19-016702-1;;Autres
Restaurant;Restaurant;ETOILE(HR DE L');9 AVENUE ANTOINE BEGUERE;65100;Lourdes;A améliorer;43.100161, -0.053871;39031996000014;2019-05-07T02:00:00+02:00;19-042557-1;;Autres
Restaurant;Restaurant;SO'DELICE;SO'DELICE;59830;Cysoing;A améliorer;;53351692800017;2019-05-14T02:00:00+02:00;19-043924-1;;Autres
Restaurant;Restaurant;MOULES ET COMPAGNIE;MOULES ET COMPAGNIE;34340;Marseillan;Très satisfaisant;;53814880000013;2019-07-09T02:00:00+02:00;19-017202-1;;Autres
Restaurant;Restaurant;LE CARIBOU;CLOS DE LA BALME;38250;Corrençon-en-Vercors;Satisfaisant;45.02067, 5.530166;47952380500014;2019-02-07T01:00:00+01:00;19-010212-1;;Autres
Restaurant;Restaurant;JUICE LAB;25 PLACE DES VOSGES;75003;Paris 3e  Arrondissement;Très satisfaisant;48.856295, 2.365499;80420395800082;2018-11-28T01:00:00+01:00;18-087719-1;;Autres
Restaurant;Restaurant;EIZOSUSHI;12 BD ARISTIDE BRIAND;60000;Beauvais;A améliorer;49.426573, 2.083364;84859762100012;2019-07-04T02:00:00+02:00;19-061300-1;;Autres
Restaurant;Restaurant;ZIMMER CHATELET;1 PL DU CHATELET;75001;Paris 1er Arrondissement;Satisfaisant;48.8576, 2.346755;30297176700025;2019-04-18T02:00:00+02:00;19-046688-1;;Autres
Restaurant;Restaurant;GLADINES SAINT GERMAIN;44 BOULEVARD SAINT GERMAIN;75005;Paris 5e  Arrondissement;Très satisfaisant;48.849726, 2.35077;53426922000016;2019-07-04T02:00:00+02:00;19-063138-1;;Autres
Restaurant;Restaurant;RESTAURANT LA VILLA TARTARY;RESTAURANT LA VILLA TARTARY;07200;Aubenas;Satisfaisant;44.622782, 4.397029;50835643300013;2019-06-04T02:00:00+02:00;19-020716-1;;Autres
Restaurant;Restaurant;PHENIX;3 RUE BEZOUT;75014;Paris 14e  Arrondissement;Satisfaisant;48.828934, 2.33286;84841878600010;2019-04-23T02:00:00+02:00;19-043174-1;;Autres
Restaurant;Restaurant;LE COMPTOIR LIBANAIS;3 RUE DU PORT;50100;Cherbourg-en-Cotentin;Satisfaisant;49.640496, -1.622205;82765370000019;2018-09-05T02:00:00+02:00;18-068033-1;;Autres
Restaurant;Restaurant;LA ROTISSERIE;LA ROTISSERIE;07200;Vogüé;Satisfaisant;44.548342, 4.421579;81094138500017;2019-06-18T02:00:00+02:00;19-020720-1;;Autres
Restaurant;Restaurant;LA TRATTORIA;5 RUE DE L ANCIENNE POSTE;34000;Montpellier;Très satisfaisant;43.606322, 3.875954;49463569100046;2018-11-20T01:00:00+01:00;18-020622-1;;Autres
Restaurant;Restaurant;NIKKO;11 RUE DE LA MICHODIERE;75002;Paris 2e  Arrondissement;Satisfaisant;48.869699, 2.334682;52139117700016;2018-11-15T01:00:00+01:00;18-085329-1;;Autres
Restaurant;Restaurant;LE PANAME;4 RUE DES TROIS FRERES;75018;Paris 18e  Arrondissement;Satisfaisant;48.883775, 2.341649;42955172400017;2018-09-20T02:00:00+02:00;18-071675-1;;Autres
Restaurant;Restaurant;LA PUCCIA SALENTINA;NOUVEAU PORT;06500;Menton;Très satisfaisant;43.776064, 7.508097;85134673400011;2019-07-23T02:00:00+02:00;19-067490-1;;Autres
Restaurant;Restaurant;BRETZEL DEVELOPPEMENT;4 RUE ROBERT;31200;Toulouse;Satisfaisant;43.631423, 1.431391;82003565700015;2019-06-27T02:00:00+02:00;19-011546-1;;Autres
Restaurant;Restaurant;L'ENDROIT THAI;3 RUE DE LA BOURSE;75002;Paris 2e  Arrondissement;Satisfaisant;48.869371, 2.339831;83328018300017;2019-01-28T01:00:00+01:00;19-009260-1;;Autres
Restaurant;Restaurant;CHINA TOWN BELLEVILLE;27 RUE DU BUISSON SAINT-LOUIS;75010;Paris 10e  Arrondissement;Satisfaisant;48.873221, 2.374604;34341691300014;2019-07-05T02:00:00+02:00;19-062855-1;;Autres
Restaurant;Restaurant;ACCOCEBERRY;FOIRE au JAMBON;64100;Bayonne;A améliorer;;42386761300030;2019-04-18T02:00:00+02:00;19-019688-1;;Autres
Restaurant;Restaurant;LE PATACREPE;175 rue Pierre Seghers;84000;Avignon;Très satisfaisant;43.928697, 4.839192;32513068000037;2018-12-13T01:00:00+01:00;18-093848-1;;Autres
Restaurant;Restaurant;VIA 2C KFC;R DU ROSENKRANZ;68125;Houssen;Très satisfaisant;48.126742, 7.364583;80295004800016;2018-11-15T01:00:00+01:00;18-085077-1;;Autres
Restaurant;Restaurant;BUFFALO GRILL;ROUTE DEPARTEMENTALE N 911;33560;Sainte-Eulalie;Très satisfaisant;;31890644302942;2019-04-04T02:00:00+02:00;19-006470-1;;Autres
Restaurant;Restaurant;LES CASTALIES (RESIDENCE);13 AVENUE DE CHAMBERY;74000;Annecy;Très satisfaisant;45.898537, 6.117931;38285747200015;2018-11-27T01:00:00+01:00;18-087577-1;;Autres
Restaurant;Restaurant;LE DALLERY;6, PASSAGE CHARLES DALLERY;75011;Paris 11e  Arrondissement;Satisfaisant;48.853683, 2.378603;37965089800032;2019-07-15T02:00:00+02:00;19-064309-1;;Autres
Restaurant;Restaurant;CHEZ MICHEL;10 RUE DE BELZUNCE;75010;Paris 10e  Arrondissement;Très satisfaisant;48.879534, 2.352242;81805138500016;2019-06-13T02:00:00+02:00;19-053703-1;;Autres
Restaurant;Restaurant;TSUKIZI;2 RUE DES CISEAUX;75006;Paris 6e  Arrondissement;Satisfaisant;48.853283, 2.334031;32265910300012;2019-07-03T02:00:00+02:00;19-060782-1;;Autres
Restaurant;Restaurant;KOQON BY LA LIGNE GOURMANDE;291 RUE SAINT DENIS;75002;Paris 2e  Arrondissement;Satisfaisant;48.86949, 2.352357;82949796500022;2019-07-22T02:00:00+02:00;19-067856-1;;Autres
Restaurant;Restaurant;AUBERGE NORMANDE (Bar hôtel restaurant);Route de Paris;61250;Valframbert;Satisfaisant;48.463201, 0.102937;41874480100022;2018-11-22T01:00:00+01:00;18-033807-1;;Autres
Restaurant;Restaurant;L'ALPIN;10 RUE CENTRALE;05100;Briançon;Satisfaisant;44.896332, 6.635227;84446216800015;2019-05-21T02:00:00+02:00;19-046505-1;;Autres
Restaurant;Restaurant;HOTEL DU GLOBE;2 RUE D ORAN;75018;Paris 18e  Arrondissement;Satisfaisant;48.888976, 2.354355;35206237600012;2019-02-06T01:00:00+01:00;19-020962-1;;Autres
Restaurant;Restaurant;DU PANIER AU TRAITEUR;1232 AVENUE DE LA MER;11210;Port-la-Nouvelle;Satisfaisant;43.016208, 3.059967;82917786400016;2019-01-25T01:00:00+01:00;19-005908-1;;Autres
Restaurant;Restaurant;RESTAURANT LE CAPPADOCE;CAPPADOCE DISTRIBUTION;16000;Angoulême;Satisfaisant;45.655685, 0.161775;38521507400068;2018-12-19T01:00:00+01:00;18-000393-1;;Autres
Restaurant;Restaurant;LA CHAUMIERE;14, allée du Général de Gaulle;81210;Roquecourbe;Satisfaisant;43.664733, 2.292985;33513268400010;2018-11-08T01:00:00+01:00;18-001097-1;;Autres
Restaurant;Restaurant;TABLE;TABLE;75012;Paris 12e  Arrondissement;Très satisfaisant;48.846986, 2.375242;53842452400022;2019-06-05T02:00:00+02:00;19-051015-1;;Autres
Restaurant;Restaurant;PANDA STYLE;71 RUE LEON FROT;75011;Paris 11e  Arrondissement;A corriger de manière urgente;48.857124, 2.385025;80055382800016;2019-06-12T02:00:00+02:00;19-052105-1;;Autres
Restaurant;Restaurant;O PAINS D'ARGUIN;14 BD DU GENERAL LECLERC;33120;Arcachon;Satisfaisant;44.65885, -1.163722;75250272400012;2019-03-29T01:00:00+01:00;19-031590-1;;Autres
Restaurant;Restaurant;LES SAVEURS DE SO-KIM;14 RUE DE L'HORLOGE;13860;Peyrolles-en-Provence;Très satisfaisant;43.647002, 5.583506;85008006000013;2019-06-21T02:00:00+02:00;19-031492-1;;Autres
Restaurant;Restaurant;OSABA;29 RUE SAINT PLACIDE;75006;Paris 6e  Arrondissement;Très satisfaisant;48.848893, 2.32561;81286774500026;2019-07-30T02:00:00+02:00;19-069675-1;;Autres
Restaurant;Restaurant;SARL LA CASA NDA;3075 ROUTE DE MENERBES;84580;Oppède;Très satisfaisant;43.853038, 5.163153;49881178500019;2019-03-22T01:00:00+01:00;19-028953-1;;Autres
Restaurant;Restaurant;O'DELICE;25 RUE EUGENE MASSE;93190;Livry-Gargan;Satisfaisant;48.925194, 2.544884;82219470000016;2018-09-28T02:00:00+02:00;18-073692-1;;Autres
Restaurant;Restaurant;PAM-PAM BUS;8 RUE DU FOURCHI;14800;Touques;Très satisfaisant;49.348412, 0.108593;49448966900015;2019-07-15T02:00:00+02:00;19-064969-1;;Autres
