filtre;APP_Libelle_activite_etablissement;APP_Libelle_etablissement;ods_adresse;Code_postal;Libelle_commune;Synthese_eval_sanit;geores;SIRET;Date_inspection;Numero_inspection;Agrement;ods_type_activite
Restaurant;Restaurant;CAFE-BRASSERIE DU MIDI;32  PL  DU 14 JUILLET;34120;Pézenas;Satisfaisant;43.460651, 3.425014;44512124700016;2019-07-11T02:00:00+02:00;19-017226-1;;Autres
Restaurant;Restaurant;MONKEY'S;68 BOULEVARD DE LA VILLETTE;75019;Paris 19e  Arrondissement;Satisfaisant;48.875413, 2.373605;51037772400024;2019-04-15T02:00:00+02:00;19-036547-1;;Autres
Restaurant;Restaurant;DEL ARTE;600 route de Paris;79000;Niort;Satisfaisant;46.338616, -0.404343;50343613100026;2019-03-01T01:00:00+01:00;19-021532-1;;Autres
Restaurant;Restaurant;RESTAURANT BERGAMA;14 AV DE MONTMARTIN;69960;Corbas;Satisfaisant;45.673143, 4.921883;39943384600041;2018-11-27T01:00:00+01:00;18-025724-1;;Autres
Restaurant;Restaurant;LE CARRE BELLEMOIS;3 PLACE DE LA LIBERTE;61130;Bellême;Très satisfaisant;48.374732, 0.565878;51230328000022;2019-01-10T01:00:00+01:00;19-001371-1;;Autres
Restaurant;Restaurant;NESS BY D-OCEAN;26 route du trou d'eau;97434;Saint-Paul;A améliorer;-21.099377, 55.243003;81828823500034;2019-04-18T02:00:00+02:00;19-043889-1;;Autres
Restaurant;Restaurant;LES SPECTACLES;110-114 RUE DE BERCY;75012;Paris 12e  Arrondissement;Satisfaisant;48.839609, 2.380005;82913268700015;2019-04-16T02:00:00+02:00;19-037313-1;;Autres
Restaurant;Restaurant;LE CROUSTY'S;ZONE DE GROS LA JAMBETTE;97232;Le Lamentin;Très satisfaisant;14.615752, -61.034006;84012563700024;2019-07-16T02:00:00+02:00;19-065037-1;;Autres
Restaurant;Restaurant;CAFE CLEMENCE;25 RTE D'ANGOULEME;16150;Chabanais;Satisfaisant;45.873691, 0.71529;51383119800017;2019-03-22T01:00:00+01:00;19-028746-1;;Autres
Restaurant;Restaurant;L'INDECIS;4 RUE DU VERT GALANT;72000;Le Mans;Très satisfaisant;48.00447, 0.194473;83272861200017;2019-03-29T01:00:00+01:00;19-031710-1;;Autres
Restaurant;Restaurant;CHEZ NATH;Avenue du Général de Gaulle;63670;La Roche-Blanche;Satisfaisant;45.700499, 3.129854;83539023800011;2018-11-27T01:00:00+01:00;18-009628-1;;Autres
Restaurant;Restaurant;LA PETITE AUBERGE;109 RUE SADI CARNOT;59320;Haubourdin;Satisfaisant;50.611304, 2.990999;50929156300013;2019-05-09T02:00:00+02:00;19-036029-1;;Autres
Restaurant;Restaurant;LA MOUSSON 15;45 AVENUE EMILE ZOLA;75015;Paris 15e  Arrondissement;Très satisfaisant;48.846484, 2.282734;45315283700010;2019-01-15T01:00:00+01:00;19-002101-1;;Autres
Restaurant;Restaurant;SNACK KAYANA;VILLAGE CORMANTIBO;97316;Papaichton;Satisfaisant;3.810003, -54.149953;80842557300025;2018-12-20T01:00:00+01:00;18-096024-1;;Autres
Restaurant;Restaurant;AU PETIT BAR;7 RUE DU MONT THABOR;75001;Paris 1er Arrondissement;A améliorer;48.865468, 2.329109;41752578900018;2019-06-05T02:00:00+02:00;19-050133-1;;Autres
Restaurant;Restaurant;CREPERIE DU VIEUX JOURNAL;17 Rue Brea;75006;Paris 6e  Arrondissement;Satisfaisant;48.842984, 2.330083;53944634400019;2019-05-28T02:00:00+02:00;19-048603-1;;Autres
Restaurant;Restaurant;SARL NEW RABIOUX;SAINT JAMES;05380;Châteauroux-les-Alpes;Satisfaisant;44.609587, 6.518634;82296761800015;2019-08-01T02:00:00+02:00;19-070610-1;;Autres
Restaurant;Restaurant;SARL B.B.A.;134 GRANDE RUE;92310;Sèvres;Satisfaisant;48.822005, 2.2059;44336204100016;2018-10-11T02:00:00+02:00;18-077668-1;;Autres
Restaurant;Restaurant;DU SAINT LOUP;34 RTE NATIONALE 10;28360;La Bourdinière-Saint-Loup;Satisfaisant;48.320273, 1.430585;53863921200017;2019-04-18T02:00:00+02:00;19-037724-1;;Autres
Restaurant;Restaurant;FRITERIE DE LA PLACE;17 place andré bonnaire;59550;Landrecies;Satisfaisant;50.124964, 3.690834;75199008600017;2019-06-25T02:00:00+02:00;19-057912-1;;Autres
Restaurant;Restaurant;MILOUDELICES;80 LE MONTEREIRE;50840;Fermanville;Très satisfaisant;49.681704, -1.459821;44179128200011;2019-07-03T02:00:00+02:00;19-061579-1;;Autres
Restaurant;Restaurant;LE PARADIS DU FRUIT;4, RUE SAINT-HONORE;75001;Paris 1er Arrondissement;Très satisfaisant;48.860965, 2.345588;48857323900024;2019-08-06T02:00:00+02:00;19-072752-1;;Autres
Restaurant;Restaurant;BAR DU MARCHE;75 RUE DE SEINE;75006;Paris 6e  Arrondissement;Très satisfaisant;48.853986, 2.337025;83246024000019;2019-02-25T01:00:00+01:00;19-019140-1;;Autres
Restaurant;Restaurant;LA BELLE ETOILE;115, quai Metayer;79000;Niort;Satisfaisant;46.33397, -0.478776;02588054300019;2019-02-28T01:00:00+01:00;18-095802-1;;Autres
Restaurant;Restaurant;COJEAN;COJEAN;75009;Paris 9e  Arrondissement;Très satisfaisant;48.878898, 2.328152;43343282000283;2018-09-24T02:00:00+02:00;18-073095-1;;Autres
Restaurant;Restaurant;RICE GARDEN;11 RUE DES SOEURS;51300;Vitry-le-François;Très satisfaisant;48.726932, 4.583574;83892333200012;2019-06-04T02:00:00+02:00;19-058722-1;;Autres
Restaurant;Restaurant;BUBBLE WAFFLE;38 RUE DES ETUVES;34000;Montpellier;Satisfaisant;43.606776, 3.876667;83750922300017;2019-02-01T01:00:00+01:00;19-007431-1;;Autres
Restaurant;Restaurant;TOULLER OUTILLAGE;68 RUE JEAN PIERRE TIMBAUD;75011;Paris 11e  Arrondissement;Satisfaisant;48.866924, 2.374739;83167534300022;2019-06-06T02:00:00+02:00;19-051105-1;;Autres
Restaurant;Restaurant;INDIAN HOUSE;27 RUE GASSENDI;75014;Paris 14e  Arrondissement;Très satisfaisant;48.834279, 2.326448;80247124300013;2018-12-13T01:00:00+01:00;18-093420-1;;Autres
Restaurant;Restaurant;A LA TERRASSE;2 R DES RAZES;69320;Feyzin;A améliorer;45.665705, 4.850661;41001044100013;2019-06-25T02:00:00+02:00;19-012791-1;;Autres
Restaurant;Restaurant;L'HIPPOCAMPE;SARL DOUX SOLEIL;14600;Honfleur;Très satisfaisant;49.420463, 0.232523;53935370600010;2019-04-18T02:00:00+02:00;19-041979-1;;Autres
Restaurant;Restaurant;CHUEN FONG;11 RUE DU CAPITAINE GIRY;45300;Pithiviers;Satisfaisant;48.174402, 2.25254;44767055500013;2019-01-15T01:00:00+01:00;18-095014-1;;Autres
Restaurant;Restaurant;EVI EVANE;66 RUE MAZARINE;75006;Paris 6e  Arrondissement;Très satisfaisant;48.854407, 2.338023;52935753500044;2019-06-04T02:00:00+02:00;19-050311-1;;Autres
Restaurant;Restaurant;SAINT JAMES/CLUB THIERS;43, AVENUE BUGEAUD ANGLE 5 PLACE DU CHANCELIER ADENAUER;75016;Paris 16e  Arrondissement;Très satisfaisant;48.870866, 2.279181;38757178900024;2018-12-07T01:00:00+01:00;18-089945-1;;Autres
Restaurant;Restaurant;WAKNINE;9  AVENUE PIERRE 1ER DE SERBIE;75016;Paris 16e  Arrondissement;Satisfaisant;48.865609, 2.295363;42858754700012;2019-05-09T02:00:00+02:00;19-008356-1;;Autres
Restaurant;Restaurant;D'AMORE E;COSTA;20133;Carbuccia;Très satisfaisant;42.04075, 8.953857;79844774400011;2018-12-19T01:00:00+01:00;18-094315-1;;Autres
Restaurant;Restaurant;ITALIAN STORE;23 RUE DE L AQUEDUC;27930;Le Vieil-Évreux;Très satisfaisant;47.705438, -2.659256;82044598900016;2019-07-06T02:00:00+02:00;19-000944-1;;Autres
Restaurant;Restaurant;LA BLANCHE HERMINE;2 RUE ANNE DE BRETAGNE;37130;Langeais;Très satisfaisant;47.324319, 0.406217;49076902300014;2018-09-19T02:00:00+02:00;18-073390-1;;Autres
Restaurant;Restaurant;LE TI' BREAK;31 B AV PAUL VIDAL;34410;Sauvian;Très satisfaisant;43.29381, 3.263208;83308630900022;2019-02-20T01:00:00+01:00;19-017158-1;;Autres
Restaurant;Restaurant;LYCEE HOTELIER ALEXANDRE DUMAS;75 ROUTE DU RHIN;67400;Illkirch-Graffenstaden;A améliorer;48.527177, 7.732257;19670087600010;2019-04-26T02:00:00+02:00;19-040672-1;;Autres
Restaurant;Restaurant;PINONCELY NATHALIE;AUX PETITS OIGNONS;05310;Freissinières;Très satisfaisant;44.738755, 6.5642;51148850400024;2018-12-06T01:00:00+01:00;18-089529-1;;Autres
Restaurant;Restaurant;P.N.F;217 AVENUE HENRI BARBUSSE;93700;Drancy;Satisfaisant;48.922463, 2.456537;83176773600018;2019-03-14T01:00:00+01:00;19-027246-1;;Autres
Restaurant;Restaurant;LE BRISTOL;9 AV MARECHAL FOCH;11000;Carcassonne;Satisfaisant;43.217083, 2.352054;82799245400013;2019-01-15T01:00:00+01:00;19-003196-1;;Autres
Restaurant;Restaurant;ZODIO;RUE MARCEAU COLIN;95220;Herblay;A améliorer;48.997231, 2.186528;45136349300201;2019-05-10T02:00:00+02:00;19-049732-1;;Autres
Restaurant;Restaurant;POMME DE PAIN;1 RUE DE STEINKERQUE;75018;Paris 18e  Arrondissement;Très satisfaisant;48.883208, 2.343687;58215004101155;2019-03-26T01:00:00+01:00;19-034249-1;;Autres
Restaurant;Restaurant;LES INITIES 2;45 RUE AUX JUIFS;76000;Rouen;Satisfaisant;49.441974, 1.092409;82437559600015;2018-10-30T01:00:00+01:00;18-081480-1;;Autres
Restaurant;Restaurant;MBA;;20200;Bastia;Très satisfaisant;42.699849, 9.44942;82026797900012;2019-04-24T02:00:00+02:00;19-039059-1;;Autres
Restaurant;Restaurant;LE COMPTOIR DU MALT;RUE LOUIS SAINT JUST;60740;Saint-Maximin;Satisfaisant;49.241799, 2.472736;83136132400021;2018-10-23T02:00:00+02:00;18-080632-1;;Autres
Restaurant;Restaurant;SANS ENSEIGNE USUELLE;13 RUE DE LA COSSONNERIE;75001;Paris 1er Arrondissement;Très satisfaisant;48.861484, 2.34816;34432688900021;2019-06-19T02:00:00+02:00;19-056175-1;;Autres
Restaurant;Restaurant;BIG CITY DINER;24 PL DU COLOMBIER;35000;Rennes;Satisfaisant;48.104948, -1.678355;82534882400012;2019-03-18T01:00:00+01:00;18-096811-1;;Autres
Restaurant;Restaurant;LA TOUR DE PIZZ;11 RUE DE NANTES;56130;La Roche-Bernard;Satisfaisant;47.518215, -2.299996;82398669000019;2019-07-10T02:00:00+02:00;19-062938-1;;Autres
Restaurant;Restaurant;LA MIE CALINE;4 RUE GEORGES CLEMENCEAU;11000;Carcassonne;Satisfaisant;43.213698, 2.352243;81148942600015;2019-03-05T01:00:00+01:00;19-024533-1;;Autres
Restaurant;Restaurant;CREP'EAT;70 QUAI FRISSARD;76600;Le Havre;Très satisfaisant;49.490566, 0.128443;53001439800131;2018-10-10T02:00:00+02:00;18-076692-1;;Autres
Restaurant;Restaurant;LE YACHT CLUB;8 RUE SAINT LAZARE;75009;Paris 9e  Arrondissement;Satisfaisant;48.876922, 2.338334;82773374200023;2018-12-18T01:00:00+01:00;18-094107-1;;Autres
Restaurant;Restaurant;SARL O NATUR'ELLES;36 PLACE MONTFORT;84110;Vaison-la-Romaine;Très satisfaisant;44.240579, 5.075568;53090908400010;2018-12-12T01:00:00+01:00;18-090939-1;;Autres
Restaurant;Restaurant;CHICKEN SPOT;35 AVENUE DE CLICHY;75017;Paris 17e  Arrondissement;Satisfaisant;48.886349, 2.326066;79902438500012;2019-02-15T01:00:00+01:00;19-017834-1;;Autres
Restaurant;Restaurant;LA MALLE AUX EPICES;71 RUE DE L'EGLISE;50440;La Hague;Très satisfaisant;49.606081, -1.751792;83926259900013;2018-12-20T01:00:00+01:00;18-093715-1;;Autres
Restaurant;Restaurant;AJC CULINAIRE CONSEIL;1 PL DES MARRONNIERS;31700;Blagnac;Très satisfaisant;43.636102, 1.384613;81780051900024;2019-03-13T01:00:00+01:00;19-025751-1;;Autres
Restaurant;Restaurant;RESTAURANT LA MANGEOIRE;10, Bd de la Capelle;12100;Millau;Satisfaisant;44.098474, 3.080818;41766507200019;2019-02-05T01:00:00+01:00;18-096005-1;;Autres
Restaurant;Restaurant;LA PUGLIESE;20 RUE GENERAL NASSOY;57590;Delme;Très satisfaisant;48.885789, 6.393322;82922273600011;2018-12-06T01:00:00+01:00;18-089627-1;;Autres
Restaurant;Restaurant;ALBH 47;CENTRE COMMERCIAL GEANT ZAC DE;47550;Boé;Très satisfaisant;44.180669, 0.633673;81940113400013;2019-03-08T01:00:00+01:00;19-044536-1;;Autres
Restaurant;Restaurant;AUTHENTICITE MONTLUCONNAISE LA PATATERIE;19 avenue Pierre Villon;03100;Montluçon;Satisfaisant;46.352661, 2.587982;51785393300011;2018-09-05T02:00:00+02:00;18-074352-1;;Autres
Restaurant;Restaurant;BUFFET DE LISIEUX;644 RUE EDOUARD BRANLY;14100;Lisieux;Très satisfaisant;49.146273, 0.263498;83431609300014;2019-04-11T02:00:00+02:00;19-037159-1;;Autres
Restaurant;Restaurant;PRJJ;8 PLACE JEANNE D ARC;80550;Le Crotoy;Très satisfaisant;50.214798, 1.627567;75202802700049;2019-07-24T02:00:00+02:00;19-069668-1;;Autres
Restaurant;Restaurant;L'UNION;28 GRAND RUE;16200;Jarnac;Satisfaisant;45.679628, -0.175505;79892493200022;2018-12-14T01:00:00+01:00;18-040417-1;;Autres
Restaurant;Restaurant;LE GRAND SALOIR;7 RUE DES BEUCHOTS;58800;Corbigny;Très satisfaisant;47.258064, 3.677414;42811682600044;2019-04-29T02:00:00+02:00;19-044904-1;;Autres
Restaurant;Restaurant;CHEZ GASTON;112 BD RICHARD LENOIR;75011;Paris 11e  Arrondissement;Satisfaisant;48.864314, 2.371164;50334321200026;2018-11-13T01:00:00+01:00;18-084155-1;;Autres
Restaurant;Restaurant;BURGER DREAM;115 RUE SAINT MAUR;75011;Paris 11e  Arrondissement;Satisfaisant;48.866122, 2.376805;81117025700018;2019-06-05T02:00:00+02:00;19-050264-1;;Autres
Restaurant;Restaurant;SAS KHADER;21 RUE ALBERIC CAHUET;24200;Sarlat-la-Canéda;Satisfaisant;44.888981, 1.216313;82502224700019;2019-07-24T02:00:00+02:00;19-068738-1;;Autres
Restaurant;Restaurant;ZUMO ITALIE 2;30 AVENUE D'ITALIE;75013;Paris 13e  Arrondissement;Satisfaisant;48.827585, 2.353986;50015690600041;2019-01-31T01:00:00+01:00;19-025057-1;;Autres
Restaurant;Restaurant;CHEZ NICO;1 RUE DU MITRON;79700;Mauléon;Satisfaisant;46.916035, -0.709636;43943357400019;2019-04-02T02:00:00+02:00;19-032412-1;;Autres
Restaurant;Restaurant;MENDENI VINCENT;93, avenue du Général de gaulle;97434;Saint-Paul;Satisfaisant;-21.051439, 55.225706;79438075800027;2019-01-31T01:00:00+01:00;19-007769-1;;Autres
Restaurant;Restaurant;LE GRAIN DE RIZ;556 AVENUE MARTIN SAUZE;07170;Lavilledieu;Très satisfaisant;44.571828, 4.457827;80861710400035;2019-03-07T01:00:00+01:00;19-020706-1;;Autres
Restaurant;Restaurant;SARL LE GALOPIN;21, Avenue Janvier;35000;Rennes;Satisfaisant;48.106969, -1.673204;45127118300019;2019-02-20T01:00:00+01:00;19-016794-1;;Autres
Restaurant;Restaurant;AUBERGE DES 3 J (Restaurant);LE BOURG;61340;Perche en Nocé;Satisfaisant;48.378407, 0.680869;32434656800011;2019-04-25T02:00:00+02:00;19-039346-1;;Autres
Restaurant;Restaurant;PANDA WOK;671 AVENUE DE PARIS;82000;Montauban;Satisfaisant;44.03492, 1.377132;82129414700011;2018-10-05T02:00:00+02:00;18-077258-1;;Autres
Restaurant;Restaurant;RESTAURANT L'ORIGINEL;3 B RUE DE LA TOMBE ISSOIRE;75014;Paris 14e  Arrondissement;Satisfaisant;48.83273, 2.335914;80766657300017;2018-10-19T02:00:00+02:00;18-080246-1;;Autres
Restaurant;Restaurant;NATELIO;25 AV DE VERDUN;01800;Meximieux;A améliorer;45.902386, 5.193907;53950204700019;2019-05-16T02:00:00+02:00;19-048783-1;;Autres
Restaurant;Restaurant;LE JARDIN FRAN AIS;24 RUE RENE DE GIRARDIN;60950;Ermenonville;A améliorer;49.129041, 2.690387;41955193200017;2018-09-11T02:00:00+02:00;18-076887-1;;Autres
Restaurant;Restaurant;JOLY;23 AVENUE VICTORIA;75001;Paris 1er Arrondissement;Satisfaisant;48.858097, 2.345997;51884906200014;2019-03-21T01:00:00+01:00;19-035080-1;;Autres
Restaurant;Restaurant;KINZAN;KINZAN;94400;Vitry-sur-Seine;Satisfaisant;48.787238, 2.391594;80304996400015;2019-04-17T02:00:00+02:00;19-037650-1;;Autres
Restaurant;Restaurant;BAR- RESTAURANT LE GALIBOT;17  RUE PAUL LELONG;75002;Paris 2e  Arrondissement;Très satisfaisant;48.867599, 2.342024;40068708300016;2019-03-21T01:00:00+01:00;19-028648-1;;Autres
Restaurant;Restaurant;PIZZAS LES DOMAINES;9 RUE DU BOSQUIEL;59910;Bondues;Satisfaisant;50.702944, 3.092902;52907287800018;2019-06-25T02:00:00+02:00;19-058098-1;;Autres
Restaurant;Restaurant;TAMPOPO;66  RUE LAURISTON;75016;Paris 16e  Arrondissement;Satisfaisant;48.868836, 2.289421;47815389300019;2018-12-27T01:00:00+01:00;18-093605-1;;Autres
Restaurant;Restaurant;SAJ;6 IMP DE LA MADELEINE;58200;Cosne-Cours-sur-Loire;Satisfaisant;47.409502, 2.922926;84319486100020;2019-07-18T02:00:00+02:00;19-067285-1;;Autres
Restaurant;Restaurant;DELICE DE SHANDONG;88 BOULEVARD DE L HOPITAL;75013;Paris 13e  Arrondissement;Satisfaisant;48.83695, 2.359238;81494591100018;2018-11-09T01:00:00+01:00;18-084007-1;;Autres
Restaurant;Restaurant;PIZZA DEL ARTE;Avenue Charles de Gaulle;93110;Rosny-sous-Bois;Très satisfaisant;48.880075, 2.477477;49912873400013;2019-07-29T02:00:00+02:00;19-069339-1;;Autres
Restaurant;Restaurant;GLORIA;108 RUE ST DOMINIQUE;75007;Paris 7e  Arrondissement;Très satisfaisant;48.85863, 2.302643;82526933500014;2018-09-14T02:00:00+02:00;18-075225-1;;Autres
Restaurant;Restaurant;LA DOLCE VITA;47 RUE DU MARECHAL FOCH;67190;Mutzig;Satisfaisant;48.538471, 7.454685;53815412100023;2018-10-11T02:00:00+02:00;18-077209-1;;Autres
Restaurant;Restaurant;SOUL BBQ;77 RUE DU GENERAL LECLERC;94000;Créteil;Très satisfaisant;48.790572, 2.465267;83484574500019;2018-12-12T01:00:00+01:00;18-090901-1;;Autres
Restaurant;Restaurant;HOTEL TRIANON;52 BOULEVARD DIDEROT;75012;Paris 12e  Arrondissement;Satisfaisant;48.846366, 2.379538;41754518300010;2019-04-29T02:00:00+02:00;19-042802-1;;Autres
Restaurant;Restaurant;LES COMPTOIRS DE LA TOUR D'ARGENT;15 QUAI DE LA TOURNELLE;75005;Paris 5e  Arrondissement;Très satisfaisant;48.8499, 2.355089;34045441200032;2019-05-10T02:00:00+02:00;19-044136-1;;Autres
Restaurant;Restaurant;SOCIETE LA JACQUERIE;187 Rue Saint Jacques;75005;Paris 5e  Arrondissement;Satisfaisant;48.845227, 2.342555;30101303300016;2019-04-01T02:00:00+02:00;19-034258-1;;Autres
Restaurant;Restaurant;PAIN SANDWICH ET COMPAGNIE;PAIN SANDWICH ET COMPAGNIE;26400;Crest;A améliorer;;49322388700024;2019-07-10T02:00:00+02:00;19-062852-1;;Autres
Restaurant;Restaurant;ID FUN SUSHI;94 AV PARMENTIER;75011;Paris 11e  Arrondissement;Satisfaisant;48.865936, 2.374226;83129840100017;2018-11-13T01:00:00+01:00;18-084189-1;;Autres
Restaurant;Restaurant;PARADIS MARGUERITE;29 Quai des Grands Augustins;75006;Paris 6e  Arrondissement;Très satisfaisant;48.854411, 2.342662;43749980900014;2019-01-15T01:00:00+01:00;19-001985-1;;Autres
Restaurant;Restaurant;LE BISTROT DU CANIGOU;LE BISTROT DU CANIGOU;66500;Prades;Satisfaisant;42.617425, 2.427869;48231321000031;2019-03-18T01:00:00+01:00;19-018828-1;;Autres
Restaurant;Restaurant;RESTAURANT AU GEVAUDAN;4 RUE PARMENTIER;43300;Langeac;A améliorer;45.100609, 3.495202;58714209200036;2019-01-09T01:00:00+01:00;19-001402-1;;Autres
Restaurant;Restaurant;LE MAZENAY;46 RUE DE MONTMORENCY;75003;Paris 3e  Arrondissement;Très satisfaisant;48.863633, 2.353235;81227695400011;2019-02-12T01:00:00+01:00;19-013388-1;;Autres
Restaurant;Restaurant;BISTROT SAINT CHARLES;131 RUE SAINT CHARLES;75015;Paris 15e  Arrondissement;Satisfaisant;48.843839, 2.283269;80193312800010;2019-02-06T01:00:00+01:00;19-009258-1;;Autres
Restaurant;Restaurant;WHERE IS TOM;WHERE IS TOM;56260;Larmor-Plage;Très satisfaisant;47.705438, -2.659256;79958427100016;2019-07-06T02:00:00+02:00;19-000942-1;;Autres
Restaurant;Restaurant;PLANETE GOURMANDE TOQUE DE CUISINE;PLANETE GOURMANDE TOQUE DE CUISINE;20090;Ajaccio;Très satisfaisant;;34773665400034;2018-12-19T01:00:00+01:00;18-092560-1;;Autres
Restaurant;Restaurant;O'MESSI;201 RUE DE GRENELLE;75007;Paris 7e  Arrondissement;Satisfaisant;48.856234, 2.302733;75319797900028;2018-11-26T01:00:00+01:00;18-087271-1;;Autres
Restaurant;Restaurant;LE MELNA;12 RUE CARNOT;90300;Valdoie;A améliorer;47.664345, 6.841915;80386338000017;2018-09-14T02:00:00+02:00;18-054717-1;;Autres
Restaurant;Restaurant;MARGOT;26 ALL DARIUS MILHAUD;75019;Paris 19e  Arrondissement;Très satisfaisant;48.884114, 2.388023;84336182500014;2019-03-15T01:00:00+01:00;19-026667-1;;Autres
Restaurant;Restaurant;L'HUITRIERE;L'HUITRIERE;76860;Quiberville;Satisfaisant;49.898261, 0.919268;48974248600025;2019-07-03T02:00:00+02:00;19-041236-1;;Autres
Restaurant;Restaurant;NOTORIOUS FOOD;13 RUE GAMBETTA;57400;Sarrebourg;Très satisfaisant;48.737527, 7.058866;82313999300013;2019-04-03T02:00:00+02:00;19-032792-1;;Autres
Restaurant;Restaurant;LA CITADELLE;23 RUE DE LA CHAUSSEE;61200;Argentan;Satisfaisant;48.74335, -0.022488;83760922100010;2019-07-30T02:00:00+02:00;19-069335-1;;Autres
Restaurant;Restaurant;ARCDIS;ZAC DES PORTES D'ARCUEIL;94110;Arcueil;Satisfaisant;48.811001, 2.326789;49781474900022;2019-06-25T02:00:00+02:00;19-057547-1;;Autres
Restaurant;Restaurant;JEAN'S MARY;45 PLACE GEORGES FRECHE;34000;Montpellier;Satisfaisant;43.61265, 3.870366;53436431000035;2019-07-26T02:00:00+02:00;19-068799-1;;Autres
Restaurant;Restaurant;GEDDEMAN FEJAN;67 RTE DE SAINT MAURICE;97320;Saint-Laurent-du-Maroni;A améliorer;5.483612, -54.030684;83445694900017;2018-11-09T01:00:00+01:00;18-078580-1;;Autres
Restaurant;Restaurant;SPRING SUSHI;73 RUE SAINT MARTIN;75004;Paris 4e  Arrondissement;Très satisfaisant;48.848324, 2.362522;84177318700015;2018-12-14T01:00:00+01:00;18-094541-1;;Autres
Restaurant;Restaurant;LA CASA DES FRANGINS;8 RUE DU GRAND LOGIS;13770;Venelles;Très satisfaisant;43.600197, 5.485302;82378647000018;2019-02-15T01:00:00+01:00;19-018660-1;;Autres
Restaurant;Restaurant;LA CONSIGNE;41 AV CORENTIN CARIOU;75019;Paris 19e  Arrondissement;Satisfaisant;48.898071, 2.385665;84235950700014;2019-03-26T01:00:00+01:00;19-030385-1;;Autres
Restaurant;Restaurant;BURGER KING;105 RTE D AGDE;31500;Toulouse;Très satisfaisant;43.629005, 1.481104;82166268100013;2019-07-24T02:00:00+02:00;19-067986-1;;Autres
Restaurant;Restaurant;LE CHAMP DE MARS;45 AVENUE DE LA BOURDONNAIS;75007;Paris 7e  Arrondissement;Satisfaisant;48.857971, 2.299902;80379833900021;2019-07-04T02:00:00+02:00;19-060981-1;;Autres
Restaurant;Restaurant;LE CHAIS;2 ROUTE DE NOISY;93250;Villemomble;Satisfaisant;48.883858, 2.499905;82115176800016;2018-11-27T01:00:00+01:00;18-087683-1;;Autres
Restaurant;Restaurant;LE COMPROMIS;LE COMPROMIS;71370;Ouroux-sur-Saône;A améliorer;46.733899, 4.984791;50953705600046;2019-04-04T02:00:00+02:00;19-033236-1;;Autres
Restaurant;Restaurant;CINETALIA RISTORIANTE;PARC D ACTIVITE DE LA MOTTE;59810;Lesquin;Satisfaisant;50.585164, 3.097994;81380673400014;2019-01-17T01:00:00+01:00;18-094100-1;;Autres
Restaurant;Restaurant;DODANE RACHEL;;21510;Minot;Satisfaisant;47.668851, 4.875037;41046065300018;2018-10-11T02:00:00+02:00;18-090674-1;;Autres
Restaurant;Restaurant;LA TABLE D'ANNIE MAV;167 AV PAUL VAILLANT COUTURIER;93120;La Courneuve;Satisfaisant;48.92646, 2.41652;84908665700012;2019-08-09T02:00:00+02:00;19-073480-1;;Autres
Restaurant;Restaurant;RESTAURANT L'ESCALE ENTRE TERRE ET MER;4 RILLAC;33620;Cavignac;Très satisfaisant;45.095503, -0.386179;83233147400011;2019-01-15T01:00:00+01:00;19-002035-1;;Autres
Restaurant;Restaurant;UN AIR DE CAMPAGNE;PL GEORGES ERNST;42260;Bully;Très satisfaisant;45.933718, 3.964223;81263209900022;2019-02-21T01:00:00+01:00;19-011972-1;;Autres
Restaurant;Restaurant;LE PALAIS DU KEBAB;15 RUE DE PARIS;57160;Rozérieulles;Satisfaisant;49.111605, 6.09363;84502738200017;2019-04-03T02:00:00+02:00;19-032730-1;;Autres
Restaurant;Restaurant;L'ARLEQUIN;255 RUE DU CIMETIERE;76190;Valliquerville;Satisfaisant;49.614696, 0.687835;43507865400017;2019-01-10T01:00:00+01:00;19-001244-1;;Autres
Restaurant;Restaurant;CAFE BRASSERIE LE MONTFERRAND;CAFE BRASSERIE LE MONTFERRAND;34270;Saint-Mathieu-de-Tréviers;Satisfaisant;43.764408, 3.868677;80913383800015;2019-06-18T02:00:00+02:00;19-017070-1;;Autres
Restaurant;Restaurant;DELICE;31 RUE DE LA REPUBLIQUE;60300;Senlis;Satisfaisant;49.202116, 2.582824;50109589700010;2018-12-11T01:00:00+01:00;18-091400-1;;Autres
Restaurant;Restaurant;NUMERO 13;13 RUE DU DOCTEUR CHAPUIS;54200;Toul;Très satisfaisant;48.674523, 5.890964;83164890200011;2019-02-05T01:00:00+01:00;19-008372-1;;Autres
Restaurant;Restaurant;Z-TWO;41 AVENUE DE L OCEAN;56400;Auray;Satisfaisant;47.664084, -3.004072;83837250600025;2019-05-20T02:00:00+02:00;19-045925-1;;Autres
Restaurant;Restaurant;FARADJI MOUNYATI;644 BD MZE MANDELA;97660;Dembeni;Satisfaisant;-12.838492, 45.171754;84265736300011;2019-03-13T01:00:00+01:00;19-020432-1;;Autres
Restaurant;Restaurant;HOTEL DE PARIS;21 RUE DE PARIS;03000;Moulins;Satisfaisant;46.56811, 3.330519;44958601500033;2019-06-07T02:00:00+02:00;19-031100-1;;Autres
Restaurant;Restaurant;RESTAURANT AU BOIS DE LA BICHE  CHARQUEMONT;AU BOIS DE LA BICHE;25140;Charquemont;Satisfaisant;47.185317, 6.852092;32287234200017;2019-03-19T01:00:00+01:00;19-028777-1;;Autres
